"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36823","Checkout: el portal no deja emitir una reserva incompleta","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas — validaciones","bloque-b/validaciones.spec.ts","",""
"","37093","Orden de cobro: cobra el comprobante del cliente en la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-07","failed","2026-09-07","Cobranzas","bloque-c/cobranzas.spec.ts","",""
"","7044","Hotel: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","37092","Servicio: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","35876","Hotel: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","37006","Orden de pago: cancela la factura del proveedor desde la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-07","failed","2026-09-07","Cobranzas","bloque-c/cobranzas.spec.ts","",""
"","52862","Validaciones: el BO rechaza lo que no debe permitir","Climbs - Bloque C: Cobranzas","2026-09-07","passed","2026-09-07","Cobranzas","bloque-c/cobranzas.spec.ts","",""
"","37073","Caja diaria: recibe el pago y el cobro del mismo file y cuadra","Climbs - Bloque C: Cobranzas","2026-09-07","failed","2026-09-07","Cobranzas","bloque-c/cobranzas.spec.ts","",""
"","19276","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8026","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","317586","Serie: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","36994","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","8384","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","47926","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","8255","Oferta: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","2445","Login en el front de QA","Login","2026-09-07","passed","2026-09-07","","auth.setup.ts","",""
"","8148","Multidestino: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","12344","Serie: las pantallas se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-07","passed","2026-09-07","Reservas","bloque-b/reservas-series.spec.ts","",""
"","36908","Factura al cliente: se emite sobre el file y toma sus conceptos","Climbs - Bloque C: Cobranzas","2026-09-07","failed","2026-09-07","Cobranzas","bloque-c/cobranzas.spec.ts","",""
"","37906","Servicio: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","8281","Multidestino: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","8650","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","20200","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","7955","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","10499","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","10914","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","36986","Factura de proveedor: se carga sobre el file y se imputa al item","Climbs - Bloque C: Cobranzas","2026-09-07","failed","2026-09-07","Cobranzas","bloque-c/cobranzas.spec.ts","",""
"","320621","Serie: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-07","failed","2026-09-07","Reservas","bloque-b/reservas-series.spec.ts","",""
"","92597","Serie: el asistente no deja avanzar con datos incompletos","Climbs - Bloque B: Reservas","2026-09-07","passed","2026-09-07","Reservas","bloque-b/reservas-series.spec.ts","",""
"","52524","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","21481","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones","2026-09-07","passed","2026-09-07","","precondiciones.setup.ts","",""
"","8334","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
