"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8414","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","7925","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","6358","Login en el front de QA","Login","2026-09-09","passed","2026-09-09","","auth.setup.ts","",""
"","25233","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones","2026-09-09","passed","2026-09-09","","precondiciones.setup.ts","",""
"","13204","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8025","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","14021","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario","bloque-a/tarifario.spec.ts","",""
"","36389","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario","bloque-a/tarifario.spec.ts","",""
"","36849","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario","bloque-a/tarifario.spec.ts","",""
"","54166","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-09","failed","2026-09-09","Tarifario","bloque-a/tarifario.spec.ts","",""
"","21011","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","36118","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario","bloque-a/tarifario.spec.ts","",""
"","48728","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","22538","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-09","passed","2026-09-09","Tarifario","bloque-a/tarifario.spec.ts","",""
