"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10731","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","22641","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones","2026-09-07","passed","2026-09-07","","precondiciones.setup.ts","",""
"","8591","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","2647","Login en el front de QA","Login","2026-09-07","passed","2026-09-07","","auth.setup.ts","",""
"","9108","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","12292","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","7773","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","20706","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","37305","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","11902","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","52411","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","17304","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","54071","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","11064","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
