"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28888","Carrito y checkout: el servicio se muestra en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-22","failed","2026-09-22","Reservas — multiidioma","bloque-b/multiidioma-reservas.spec.ts","",""
"","35470","Factura al cliente: se emite sobre el file y toma sus conceptos","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/factura-cliente.spec.ts","",""
"","16198","Checkout: el portal no deja emitir una reserva incompleta","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — validaciones","bloque-b/validaciones.spec.ts","",""
"","41760","Multidestino: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","5960","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque C","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
"","3039","Login en el front de QA","Login","2026-09-22","passed","2026-09-22","","auth.setup.ts","",""
"","92572","Serie: el asistente no deja avanzar con datos incompletos","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-series.spec.ts","",""
"","15077","Serie: las pantallas se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-series.spec.ts","",""
"","29343","Hotel: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","24402","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","38132","Multidestino: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","40624","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","54538","No asignados: el item y la factura figuran pendientes y salen al imputar","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — bandejas de no asignados","bloque-c/no-asignados.spec.ts","",""
"","18944","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","50316","Orden de pago: cancela la factura del proveedor desde la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/orden-de-pago.spec.ts","",""
"","21992","Hotel: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","48891","Oferta: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","70642","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","failed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","118715","Caja diaria: recibe el pago y el cobro del mismo file y cuadra","Climbs - Bloque C: Cobranzas","2026-09-22","failed","2026-09-22","Cobranzas","bloque-c/caja-diaria.spec.ts","",""
"","9279","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","27479","Servicio: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","34644","Liquidacion: se arma desde el file, guarda lo editado y se regenera","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — liquidacion","bloque-c/liquidacion.spec.ts","",""
"","25003","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","35280","Multidestino: armado, detalle y carrito se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-22","failed","2026-09-22","Reservas — multiidioma","bloque-b/multiidioma-reservas.spec.ts","",""
"","26002","Validaciones: el BO rechaza lo que no debe permitir","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/validaciones-bo.spec.ts","",""
"","13629","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque B","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
"","40295","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
