"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13500","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8556","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","24334","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque A","2026-09-15","passed","2026-09-15","","precondiciones.setup.ts","",""
"","54578","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-15","failed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8352","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","15007","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
"","36843","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
"","5795","Login en el front de QA","Login","2026-09-15","passed","2026-09-15","","auth.setup.ts","",""
"","50477","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","37134","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
"","21967","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
"","36452","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
"","21104","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","8512","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
