"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23840","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque A","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
"","39345","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","34692","Serie: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-series.spec.ts","",""
"","35169","Multidestino: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","40256","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","2745","Login en el front de QA","Login","2026-09-22","passed","2026-09-22","","auth.setup.ts","",""
"","52977","No asignados: el item y la factura figuran pendientes y salen al imputar","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — bandejas de no asignados","bloque-c/no-asignados.spec.ts","",""
"","21907","Serie: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","43896","Orden de pago: cancela la factura del proveedor desde la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/orden-de-pago.spec.ts","",""
"","41894","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","28261","Hotel: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","9598","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","9528","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","20048","Hotel: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","69434","Caja diaria: recibe el pago y el cobro del mismo file y cuadra","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/caja-diaria.spec.ts","",""
"","41808","Oferta: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","22556","Servicio: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","14514","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","67578","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","failed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","30749","Servicio: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-22","failed","2026-09-22","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","14251","Serie: las pantallas se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-series.spec.ts","",""
"","38340","Factura de proveedor: se carga sobre el file y se imputa al item","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/factura-proveedor.spec.ts","",""
"","22690","Validaciones: el BO rechaza lo que no debe permitir","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/validaciones-bo.spec.ts","",""
"","24456","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","37735","Orden de cobro: cobra el comprobante del cliente en la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/orden-de-cobro.spec.ts","",""
"","28891","Carrito y checkout: el servicio se muestra en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-22","failed","2026-09-22","Reservas — multiidioma","bloque-b/multiidioma-reservas.spec.ts","",""
"","26245","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","28392","Factura al cliente: se emite sobre el file y toma sus conceptos","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/factura-cliente.spec.ts","",""
"","5905","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque C","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
"","48644","No asignados: la orden de pago aprobada figura sin imputar y sale al imputarla","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — bandejas de no asignados","bloque-c/no-asignados.spec.ts","",""
"","15880","Checkout: el portal no deja emitir una reserva incompleta","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — validaciones","bloque-b/validaciones.spec.ts","",""
"","35505","Multidestino: armado, detalle y carrito se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-22","failed","2026-09-22","Reservas — multiidioma","bloque-b/multiidioma-reservas.spec.ts","",""
"","31242","Liquidacion: se arma desde el file, guarda lo editado y se regenera","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — liquidacion","bloque-c/liquidacion.spec.ts","",""
"","30331","Multidestino: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","91961","Serie: el asistente no deja avanzar con datos incompletos","Climbs - Bloque B: Reservas","2026-09-22","passed","2026-09-22","Reservas","bloque-b/reservas-series.spec.ts","",""
"","9240","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","14367","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","19077","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","12739","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque B","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
