"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23284","Serie: las pantallas se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-15","passed","2026-09-15","Reservas","bloque-b/reservas-series.spec.ts","",""
"","53536","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","13503","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque B","2026-09-15","passed","2026-09-15","","precondiciones.setup.ts","",""
"","24462","Serie: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-15","passed","2026-09-15","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","55890","Orden de cobro: cobra el comprobante del cliente en la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-15","passed","2026-09-15","Cobranzas","bloque-c/orden-de-cobro.spec.ts","",""
"","47455","Oferta: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-15","passed","2026-09-15","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","69744","No asignados: el item y la factura figuran pendientes y salen al imputar","Climbs - Bloque C: Cobranzas","2026-09-15","passed","2026-09-15","Cobranzas — bandejas de no asignados","bloque-c/no-asignados.spec.ts","",""
"","40687","Serie: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-15","passed","2026-09-15","Reservas","bloque-b/reservas-series.spec.ts","",""
"","37231","Liquidacion: se arma desde el file, guarda lo editado y se regenera","Climbs - Bloque C: Cobranzas","2026-09-15","passed","2026-09-15","Cobranzas — liquidacion","bloque-c/liquidacion.spec.ts","",""
"","37097","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-15","passed","2026-09-15","Tarifario","bloque-a/tarifario.spec.ts","",""
