"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12934","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","35659","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","36968","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8601","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","50008","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","7764","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","2919","Login en el front de QA","Login","2026-09-07","passed","2026-09-07","","auth.setup.ts","",""
"","54558","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-07","failed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","22315","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","25168","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones","2026-09-07","passed","2026-09-07","","precondiciones.setup.ts","",""
"","12969","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","21522","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","35781","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8392","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-07","passed","2026-09-07","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
