"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35542","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario","bloque-a/tarifario.spec.ts","",""
"","21358","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario","bloque-a/tarifario.spec.ts","",""
"","7509","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","54018","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-08","failed","2026-09-08","Tarifario","bloque-a/tarifario.spec.ts","",""
"","12722","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario","bloque-a/tarifario.spec.ts","",""
"","2562","Login en el front de QA","Login","2026-09-08","passed","2026-09-08","","auth.setup.ts","",""
"","7912","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","47782","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","35626","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario","bloque-a/tarifario.spec.ts","",""
"","19729","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","12824","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8192","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","36503","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-08","passed","2026-09-08","Tarifario","bloque-a/tarifario.spec.ts","",""
"","22117","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones","2026-09-08","passed","2026-09-08","","precondiciones.setup.ts","",""
