"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62089","Oferta: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","23763","Multidestino: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","91208","Serie: el asistente no deja avanzar con datos incompletos","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas","bloque-b/reservas-series.spec.ts","",""
"","23476","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones","2026-09-09","passed","2026-09-09","","precondiciones.setup.ts","",""
"","21242","Serie: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","13697","Checkout: el portal no deja emitir una reserva incompleta","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas — validaciones","bloque-b/validaciones.spec.ts","",""
"","23809","Servicio: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","24407","Serie: las pantallas se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas","bloque-b/reservas-series.spec.ts","",""
"","34770","Serie: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas","bloque-b/reservas-series.spec.ts","",""
"","2454","Login en el front de QA","Login","2026-09-09","passed","2026-09-09","","auth.setup.ts","",""
"","28736","Multidestino: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","66052","Hotel: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","21209","Hotel: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-09","passed","2026-09-09","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","33697","Servicio: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-09","failed","2026-09-09","Reservas","bloque-b/reservas-clasico.spec.ts","",""
