"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","93733","Serie: el asistente no deja avanzar con datos incompletos","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas","bloque-b/reservas-series.spec.ts","",""
"","30631","Hotel: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","61992","Multidestino: armado, detalle y carrito se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-25","failed","2026-09-25","Reservas — multiidioma","bloque-b/multiidioma-reservas.spec.ts","",""
"","19885","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque B","2026-09-25","passed","2026-09-25","","precondiciones.setup.ts","",""
"","61690","Serie: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-25","failed","2026-09-25","Reservas","bloque-b/reservas-series.spec.ts","",""
"","41241","Multidestino: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-25","failed","2026-09-25","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","59604","Servicio: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","2982","Login en el front de QA","Login","2026-09-25","passed","2026-09-25","","auth.setup.ts","",""
"","39273","Multidestino: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-25","failed","2026-09-25","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","15402","Serie: las pantallas se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas","bloque-b/reservas-series.spec.ts","",""
"","41652","Oferta: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-25","failed","2026-09-25","Reservas","bloque-b/reservas-circuitos.spec.ts","",""
"","28027","Servicio: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","27064","Carrito y checkout: el servicio se muestra en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-25","failed","2026-09-25","Reservas — multiidioma","bloque-b/multiidioma-reservas.spec.ts","",""
"","69097","Hotel: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-25","failed","2026-09-25","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","30000","Serie: una reserva emitida se puede cancelar y el portal lo refleja","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas — anulacion","bloque-b/anulacion.spec.ts","",""
"","16473","Checkout: el portal no deja emitir una reserva incompleta","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas — validaciones","bloque-b/validaciones.spec.ts","",""
