"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50962","Cruceros: trae tarifas y muestra el crucero esperado","chromium","2026-08-31","failed","2026-08-31","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8399","capturar excursiones","chromium","2026-08-31","passed","2026-08-31","","bloque-a/_capturar-lineabase.spec.ts","",""
"","3118","autenticar en el front de QA","setup","2026-08-31","passed","2026-08-31","","auth.setup.ts","",""
"","8265","capturar traslados","chromium","2026-08-31","passed","2026-08-31","","bloque-a/_capturar-lineabase.spec.ts","",""
"","9338","capturar paquetes","chromium","2026-08-31","passed","2026-08-31","","bloque-a/_capturar-lineabase.spec.ts","",""
"","14649","Excursiones: trae tarifas y muestra la excursion esperada","chromium","2026-08-31","passed","2026-08-31","Tarifario","bloque-a/tarifario.spec.ts","",""
"","33512","Hoteles: trae tarifas y muestra el hotel esperado","chromium","2026-08-31","passed","2026-08-31","Tarifario","bloque-a/tarifario.spec.ts","",""
"","28820","Ofertas: trae tarifas y muestra la oferta esperada","chromium","2026-08-31","passed","2026-08-31","Tarifario","bloque-a/tarifario.spec.ts","",""
"","14403","Cena Show: trae tarifas y coinciden con las de la base","chromium","2026-08-31","passed","2026-08-31","Tarifario","bloque-a/tarifario.spec.ts","",""
"","28884","Paquetes: trae tarifas y muestra el paquete esperado","chromium","2026-08-31","passed","2026-08-31","Tarifario","bloque-a/tarifario.spec.ts","",""
"","13712","capturar cruceros","chromium","2026-08-31","passed","2026-08-31","","bloque-a/_capturar-lineabase.spec.ts","",""
"","15147","Traslados: trae tarifas y muestra el traslado esperado","chromium","2026-08-31","passed","2026-08-31","Tarifario","bloque-a/tarifario.spec.ts","",""
"","11731","capturar hoteles","chromium","2026-08-31","passed","2026-08-31","","bloque-a/_capturar-lineabase.spec.ts","",""
"","8190","capturar ofertas","chromium","2026-08-31","passed","2026-08-31","","bloque-a/_capturar-lineabase.spec.ts","",""
"","8073","capturar cenaShow","chromium","2026-08-31","passed","2026-08-31","","bloque-a/_capturar-lineabase.spec.ts","",""
