"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29583","Hotel: la reserva emitida conserva los datos en el BackOffice","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas","bloque-b/reservas-clasico.spec.ts","",""
"","19288","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-25","passed","2026-09-25","Tarifario","bloque-a/tarifario.spec.ts","",""
"","15312","Serie: las pantallas se muestran en el idioma elegido","Climbs - Bloque B: Reservas","2026-09-25","passed","2026-09-25","Reservas","bloque-b/reservas-series.spec.ts","",""
"","24632","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-25","passed","2026-09-25","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","49117","No asignados: la orden de pago aprobada figura sin imputar y sale al imputarla","Climbs - Bloque C: Cobranzas","2026-09-25","passed","2026-09-25","Cobranzas — bandejas de no asignados","bloque-c/no-asignados.spec.ts","",""
"","8622","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-25","passed","2026-09-25","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","39834","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-25","passed","2026-09-25","Tarifario","bloque-a/tarifario.spec.ts","",""
"","24765","Validaciones: el BO rechaza lo que no debe permitir","Climbs - Bloque C: Cobranzas","2026-09-25","passed","2026-09-25","Cobranzas","bloque-c/validaciones-bo.spec.ts","",""
"","83576","Caja diaria: recibe el pago y el cobro del mismo file y cuadra","Climbs - Bloque C: Cobranzas","2026-09-25","passed","2026-09-25","Cobranzas","bloque-c/caja-diaria.spec.ts","",""
"","15129","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-25","passed","2026-09-25","Tarifario","bloque-a/tarifario.spec.ts","",""
