"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7311","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","8423","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","34843","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","20302","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque A","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
"","53211","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","failed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","14422","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","20692","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","2752","Login en el front de QA","Login","2026-09-22","passed","2026-09-22","","auth.setup.ts","",""
"","11820","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","35167","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","20368","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","35041","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","11800","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","6816","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
