"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14340","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario","bloque-a/tarifario.spec.ts","",""
"","22121","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque A","2026-09-18","passed","2026-09-18","","precondiciones.setup.ts","",""
"","38978","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario","bloque-a/tarifario.spec.ts","",""
"","24040","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario","bloque-a/tarifario.spec.ts","",""
"","18701","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8559","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","32162","Login en el front de QA","Login","2026-09-18","passed","2026-09-18","","auth.setup.ts","",""
"","8390","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","39624","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario","bloque-a/tarifario.spec.ts","",""
"","62682","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-18","failed","2026-09-18","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","39443","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario","bloque-a/tarifario.spec.ts","",""
"","24049","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","11873","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-18","failed","2026-09-18","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8848","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-18","passed","2026-09-18","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
