"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24715","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","40338","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","9039","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","71246","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","failed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","19501","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","14906","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","24016","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque A","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
"","39681","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","9370","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","40458","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
"","2886","Login en el front de QA","Login","2026-09-22","passed","2026-09-22","","auth.setup.ts","",""
"","9168","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","24852","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","14798","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-22","passed","2026-09-22","Tarifario","bloque-a/tarifario.spec.ts","",""
