"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36731","Cena Show: trae tarifas y coinciden con las de la base","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario","bloque-a/tarifario.spec.ts","",""
"","22125","Hoteles: trae tarifas y muestra el hotel esperado","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario","bloque-a/tarifario.spec.ts","",""
"","15006","Paquetes: trae tarifas y muestra el paquete esperado","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario","bloque-a/tarifario.spec.ts","",""
"","9024","Login en el front de QA","Login","2026-09-14","passed","2026-09-14","","auth.setup.ts","",""
"","54242","Cruceros: trae tarifas y muestra el crucero esperado","Climbs - Bloque A: Tarifario","2026-09-14","failed","2026-09-14","Tarifario","bloque-a/tarifario.spec.ts","",""
"","8898","El calendario opera todos los dias que declaran sus reglas","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario — operatividad del calendario","bloque-a/calendario.spec.ts","",""
"","36485","Traslados: trae tarifas y muestra el traslado esperado","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario","bloque-a/tarifario.spec.ts","",""
"","13070","Ofertas: trae tarifas y muestra la oferta esperada","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario","bloque-a/tarifario.spec.ts","",""
"","36306","Excursiones: trae tarifas y muestra la excursion esperada","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario","bloque-a/tarifario.spec.ts","",""
"","49942","El tarifario muestra hoteles, paquetes y ofertas en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
"","24286","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque A","2026-09-14","passed","2026-09-14","","precondiciones.setup.ts","",""
"","8146","Card: el carrusel trae todas las imagenes del hotel","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","8731","Cabecera: el contador, los chips de categoria y Limpiar acompanan al listado","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario — filtros y card","bloque-a/filtros-y-card.spec.ts","",""
"","21255","El contenido del tarifario se muestra en el idioma elegido","Climbs - Bloque A: Tarifario","2026-09-14","passed","2026-09-14","Tarifario — multiidioma del encabezado","bloque-a/multiidioma.spec.ts","",""
