"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37792","Orden de cobro: cobra el comprobante del cliente en la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/orden-de-cobro.spec.ts","",""
"","46566","Orden de pago: cancela la factura del proveedor desde la caja de regresion","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/orden-de-pago.spec.ts","",""
"","29817","Factura al cliente: se emite sobre el file y toma sus conceptos","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/factura-cliente.spec.ts","",""
"","69621","Caja diaria: recibe el pago y el cobro del mismo file y cuadra","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/caja-diaria.spec.ts","",""
"","39505","Factura de proveedor: se carga sobre el file y se imputa al item","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/factura-proveedor.spec.ts","",""
"","3306","Login en el front de QA","Login","2026-09-22","passed","2026-09-22","","auth.setup.ts","",""
"","24977","Validaciones: el BO rechaza lo que no debe permitir","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas","bloque-c/validaciones-bo.spec.ts","",""
"","31584","Liquidacion: se arma desde el file, guarda lo editado y se regenera","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — liquidacion","bloque-c/liquidacion.spec.ts","",""
"","6084","Precondiciones: los datos AUTO-QA estan en QA","Precondiciones - Bloque C","2026-09-22","passed","2026-09-22","","precondiciones.setup.ts","",""
"","53918","No asignados: el item y la factura figuran pendientes y salen al imputar","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — bandejas de no asignados","bloque-c/no-asignados.spec.ts","",""
"","69832","No asignados: la orden de pago aprobada figura sin imputar y sale al imputarla","Climbs - Bloque C: Cobranzas","2026-09-22","passed","2026-09-22","Cobranzas — bandejas de no asignados","bloque-c/no-asignados.spec.ts","",""
